ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A2507,St. Francis Accountable Health Network,KS,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,6646,-0.0861,0.0347,-5760356,0,,0,1,1,1,0,0,0,0.8925,0,0,10367,9410,66941113,72701470,,,0.5,0.5,0,High Revenue,31055,7645,9631,10648,73925,7773,13658,8173,65797,7367,16403,8765,74099,13371,24969,10074,11259,0.853,0.818,0.738,0.955,0.746,0.846,0.72,0.847,1.306,0.773,0.977,0.874,1.023,1.163,1.142,1.046,2,141,57,1062,6457,26,535,284,5612,707,3256,1951,732,3608,3038,6106,230,35,61,29,185,2687,2333,21,268,84,591,877,3873,2623,90,336,391,278,257,1,16,5,637,182,942,254,8778,1913,3357,2434,1074,60,29,15112,2,0,4,0,2,4,67,252,110,39,0,0.0823,0.0629,0.0211,0.0327,81.65,91.74,88.59,82.7,62.13,68.01,72.5,22.86,92.75,85.75,0.1374,31.88,81.21,73.03,48.39,77.97,-,57.74,71.95,74.09,0,9.07,-,64.33,-
A4742,NC MSSP 2020,NC,Initial,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,11502,0.0678,0.02,7488932,7488932,,3669577,1,1,1,0,0,0,1,0,1,9848,9887,110498363,103009431,,,0.5,0.5,1,Low Revenue,74467,9504,14402,8185,81716,8620,15549,8449,70831,8503,15339,8918,81936,8099,12403,8828,9181,0.99,1.006,1.106,1.011,1.027,0.979,1.115,1.014,0.958,0.965,1.098,1.018,0.954,0.983,1.183,1.112,57,1321,787,10732,11220,42,922,445,9812,1243,5670,3413,1176,6330,5172,9523,1439,109,68,30,333,2134,1960,9,151,17,226,385,1955,3813,106,451,302,215,205,0,7,2,521,159,673,204,13922,8130,3618,2133,41,31,24,11730,0,0,0,0,0,0,84,5,78,61,0,0.0819,0.0629,0.0151,0.0014,86.62,94.03,94.07,80.04,68.55,64.56,71.26,33.29,94.4,87.77,0.1519,29.91,89.56,86.58,81.48,87.46,-,81.73,86.71,86.02,27.78,8.54,-,78.57,-
A3103,"Accountable Care of NEFL, LLC",FL,Renewal,2,42370,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,3014,0.0534,0.0499,1824392,1824392,,893952,1,1,1,0,0,0,0.8586,0,1,11621,11382,34137784,32313392,,,0.5,0.5,1,Low Revenue,79382,10811,14607,9520,77320,10444,15013,10079,80398,9670,13936,9371,89188,9892,16893,9822,11000,1.018,1.069,0.97,1.087,1.032,1.113,0.996,1.102,1.075,1.039,0.998,1.087,1.058,1.03,1.004,1.258,56,508,188,4554,2938,34,254,109,2541,346,1412,983,273,1685,1329,2209,581,81,19,4,120,2697,2520,43,124,20,154,449,2108,4944,96,481,321,294,284,2,6,3,633,248,962,303,11894,4576,5923,1387,7,47,21,10165,0,0,0,0,0,0,44,3,22,15,0,0.0815,0.0564,0.0216,0.0007,82.67,92.66,91.94,81.77,60.97,65.99,71.75,18.15,92.8,84.71,0.1711,33.17,94.05,78.63,47.92,91.81,-,74.26,69.06,84.71,10.53,15.59,-,82.49,-
A2599,"Ascension Care Management Health Partners Evansville, LLC","IN, KY, IL",Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,9197,-0.0207,0.0308,-1974017,0,,0,1,1,1,0,0,0,0.9895,0,1,10672,9822,95430603,97404620,,,0.5,0.5,0,High Revenue,72524,9454,16581,8217,74619,10099,14438,8305,77006,8850,15991,9046,77501,10285,21420,10097,10893,0.998,0.975,1.008,0.909,0.973,0.998,0.987,0.925,1.008,0.997,0.995,0.948,1.015,1.058,1.117,0.932,65,1118,478,9031,8942,51,640,313,7938,946,4784,2517,950,5012,4185,8724,220,15,7,1,230,3102,2572,47,476,33,186,707,3302,3121,74,342,315,280,253,2,23,2,554,192,882,224,10378,3586,4447,2319,26,50,27,14088,3,0,0,0,2,4,157,236,143,15,1,0.0814,0.0793,0.0152,0.0154,89.01,94.74,92.93,83.01,65.92,67.95,74,29.91,95.58,87.39,0.1478,36.78,98.39,90.43,89.47,76.42,-,85.89,80.65,86.15,10.45,10.08,-,75,-
A2841,"Prisma Health Midlands Network, LLC",SC,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,13781,-0.0022,0.0277,-299909,0,,0,1,1,1,0,0,0,0.9612,0,1,10040,9890,134921938,135221847,,,0.4,0.4,0,High Revenue,78231,8123,15586,8213,74528,9396,13935,8808,79156,8693,14186,8947,84375,10310,15556,9419,10062,0.951,0.992,0.961,0.961,1.007,1.039,1.068,0.983,0.947,1.04,1,0.971,0.95,0.997,1.106,0.956,118,1466,389,10074,13439,76,1465,262,11635,1564,6797,3916,1504,8599,5182,9263,4037,82,32,7,360,2496,2099,30,336,38,405,356,1894,4231,162,467,332,234,209,1,19,4,542,162,697,223,10226,3253,4843,1873,257,29,29,12977,0,5,0,0,4,7,379,823,346,185,2,0.0811,0.0664,0.016,0.0067,84.88,93.62,92.86,80.03,63.2,59.63,71.47,24.73,93.62,88.23,0.1456,31.61,93.38,83.46,77.27,85.16,-,71.06,73.56,83.54,1.96,13.41,-,72.29,-
A4678,UT Health San Antonio Regional Physician Network,TX,Initial,1,43647,43647,0,0,0,0,1,0,0,0,0,0,One-Sided,Retrospective,0,0,0,13261,-0.0161,0.028,-2593362,0,,0,1,1,1,0,0,0,0.8613,0,0,12575,11978,161544032,164137394,,,0.4,0.4,0,Low Revenue,76380,10664,15807,10094,65159,11647,15890,10280,71989,11863,17104,10690,81295,14672,18005,11360,12777,1.033,1.165,1.048,1.083,0.991,1.113,0.948,1.051,0.992,1.071,0.986,1.047,1.056,1.193,0.993,1.059,159,1413,692,9211,12846,154,1163,543,10987,1672,6489,3718,1382,7783,5478,11174,690,236,625,4,532,3356,2560,79,713,28,544,459,1807,5674,97,756,402,311,265,3,39,4,592,196,891,347,12035,4568,5586,1871,10,36,29,13154,0,0,0,0,0,0,257,975,248,149,6,0.0807,0.0595,0.0149,0.0119,79.78,92.91,90.66,77.2,66.6,62,66.41,20.19,92.15,84.64,0.1505,31.24,80.88,56.85,75,52.61,-,55.65,72.99,87.1,22.22,18.75,-,61.86,-
A2070,"Renown Accountable Care, LLC",NV,Renewal,3,41640,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,21203,0.0328,0.0249,7752527,7752527,,3038990,1,1,1,0,0,0,0.9484,0,0,11475,11403,236436214,228683687,,,0.4,0.4,0,High Revenue,90004,11876,16173,9777,99089,12673,15468,10351,79582,12409,15992,10320,81014,13376,16024,10155,11099,1.038,1.064,1.044,0.987,1.024,1.11,1.031,1.005,1.052,1.074,1.035,0.999,0.917,1.061,1.052,0.989,117,2247,1457,21816,20604,128,1353,1034,18090,2011,10463,6558,2171,12082,9121,19315,245,429,336,131,747,3162,2837,71,157,122,327,668,2599,3651,136,521,320,252,235,2,8,8,682,182,677,281,10582,3138,4312,2918,214,50,26,14051,2,0,3,0,1,1,341,852,344,207,0,0.0804,0.0469,0.0196,0.0082,80.07,92.02,91.86,70.25,58.68,64.19,71.94,17.21,90.3,84.1,0.1448,31.99,87.67,83.83,100,75.57,-,75.14,72.52,86.44,20,13.82,-,72.13,-
A2342,"Health Connect Partners, LLC","WA, CA, AK, MT",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,114362,0.033,0,40546360,40546360,,19867717,1,1,1,0,0,0,0.9584,0,1,10995,10981,1229193324,1188646964,,,0.5,0.5,1,High Revenue,83655,9883,13086,9457,89503,10414,13187,9747,88359,10918,14317,9864,87821,10717,14111,9989,10632,0.98,0.92,0.888,0.974,0.994,0.935,0.894,0.968,0.985,0.924,0.893,0.962,0.984,0.904,0.852,0.965,688,8292,6375,99557,111795,567,6198,5644,99387,9065,54691,36272,14334,65708,48654,99778,2031,4074,1475,590,6414,2647,2428,36,172,36,238,631,2800,3791,95,492,257,182,173,1,6,2,545,132,658,257,9112,3169,4389,1361,193,32,28,19920,2,0,5,0,9,8,2455,2845,1081,848,0,0.0804,0.0392,0.01,0.0046,74.81,90.88,88.11,71.79,60.07,53.85,68.26,19.91,89.41,81.98,0.135,27.53,81.82,74.8,64.29,81.79,-,75.17,78.12,82.46,10.53,12.65,-,72.05,-
A3630,NC MSSP 2022,"PA, FL, GA, DE, VA, AR, NJ, AL, OR, LA, WA, SC, TX, UT",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,76786,0.0327,0.02,26735188,26735188,,13100242,1,1,1,0,0,0,0.9345,0,,10943,10190,817716009,790980820,,,0.5,0.5,0,Low Revenue,75558,9337,15268,8979,78963,9569,15142,9111,78693,9372,15516,9330,81230,10292,16592,9883,10585,0.977,0.964,1,0.996,0.99,0.963,1.005,0.995,1.012,0.957,0.956,0.984,0.988,0.952,0.976,0.994,559,9026,4332,61970,74723,395,5908,3262,65158,8132,37693,22669,8292,42906,33880,65322,7773,758,260,90,2583,2705,2330,49,301,50,277,531,2132,4263,112,503,299,240,218,2,15,4,538,173,674,271,11973,5433,4587,1800,153,39,28,13573,0,14,1,0,0,0,423,194,406,153,1,0.0803,0.0679,0.0162,0.0129,87.28,94.24,92.71,79.38,63.64,62.83,69.79,23.36,93.03,85.33,0.1537,32.23,79.68,82.94,73.33,73.68,-,79.56,75.97,85.25,15.62,10.16,-,76.05,-
A2591,"Mission Health Partners, Inc.",NC,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,39464,0.0375,0.0231,13678455,13678455,,6702443,1,1,1,0,0,0,0.9662,0,1,9465,8696,365035661,351357206,,,0.5,0.5,0,High Revenue,68951,9188,12120,7687,73934,8795,12602,7881,67583,9602,12341,7900,78836,9710,13167,8577,9111,0.948,1,0.91,0.935,0.993,1,0.929,0.939,0.997,0.969,1.001,0.931,0.963,0.971,0.994,0.929,209,5991,2248,34989,38565,157,3304,1261,33843,4392,19944,11449,3679,22260,17204,37268,671,121,99,65,1240,2145,1910,47,173,33,191,420,2439,3296,108,373,350,203,188,2,9,5,508,130,608,221,9825,3581,3488,1975,781,31,26,12943,10,0,18,0,8,16,1077,1858,581,474,0,0.0793,0.0538,0.0133,0.0038,84.87,93.6,92.4,74.71,65.66,62.78,71.81,26.98,91.17,86.48,0.1315,30.09,87.68,75.37,59.46,66.44,-,79.65,79.4,75.7,12.82,22.98,-,69.54,-
A2272,"SSM ACO, LLC","MO, IL",Renewal,2,41640,43101,0,0,1,0,0,0,0,0,0,0,Two-Sided,Prospective,0,0,1,21679,0.0076,0.02,1826083,0,,0,1,1,1,0,0,0,0.9455,0,1,11419,10894,241185085,239359002,,,0.75,0.75,0,High Revenue,83191,9452,16300,8931,78580,9843,16244,9061,72204,9819,15355,9139,82862,10487,18328,10521,11333,1.041,1.097,1.164,1.167,1.093,1.149,1.158,1.172,1.028,1.124,1.246,1.18,1.007,1.101,1.189,1.2,114,1364,678,9142,21121,153,2010,791,18167,2185,10249,6622,2623,12166,9513,18956,2001,111,38,11,562,3222,2615,40,541,53,327,676,3152,3456,109,398,298,308,275,1,26,5,616,228,753,219,9349,3266,4148,1860,74,55,27,12968,0,0,0,0,5,5,367,475,417,52,0,0.0786,0.0634,0.0197,0.0169,88.13,94.17,93.2,81.08,60.76,63.6,71.1,23.32,93.32,87.44,0.1596,34.16,97.73,86.82,90,95.11,-,80.88,79.84,80.06,14.29,10.81,-,74.7,-
A2500,WellSpan Population Health Services,"PA, MD",Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,53636,-0.0223,0.0213,-12529204,0,,0,1,1,1,0,0,0,0.9656,0,1,10789,10286,561264684,573793888,,,0.5,0.5,0,High Revenue,76539,9610,15024,9280,79919,9969,13414,9544,79203,9948,14076,9314,83521,11229,15323,10399,11030,1.026,0.925,0.95,0.997,0.996,0.933,0.963,1.015,1.004,0.916,1.003,1.024,0.992,0.975,0.968,1.054,329,6748,1930,42646,52023,279,5277,1629,44838,6875,25165,14640,6956,30239,23397,50271,1104,217,377,11,1656,3210,2606,51,514,80,226,470,3062,3586,101,371,296,275,244,2,23,6,587,205,803,241,9596,3244,3751,2270,330,42,23,12053,0,26,0,0,7,8,558,1138,533,282,0,0.0785,0.0847,0.0282,0.0127,88.37,95.2,92.02,77.06,58.8,59.56,72.32,22.55,94.54,86.43,0.1401,35.68,93.28,82.4,85,79.28,-,77.22,81.92,87.65,1.85,8.8,-,69.96,-
A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC,PA,Renewal,2,42736,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,29796,0.021,0.01,6743643,6743643,,3304385,1,1,1,0,0,0,0.9289,0,1,11045,11010,321506718,314763075,,,0.5,0.5,1,Low Revenue,103814,11587,13871,9873,105529,10678,14654,9757,113412,11692,14256,9916,80764,12999,12903,10387,10813,1.068,0.974,1.061,0.997,1.133,0.974,1.043,0.991,1.145,0.992,1.019,0.981,1.002,0.991,0.969,0.988,53,2555,1688,25934,29109,52,1977,1418,25663,2811,15703,8352,2930,16684,13112,27177,891,375,112,6,1235,2771,2490,20,216,76,165,517,2043,4671,82,503,239,249,235,0,9,5,489,191,553,264,10292,3928,5380,982,1,46,20,11139,0,0,0,0,0,0,234,356,129,84,0,0.0785,0.0596,0.0153,0.0104,87.24,95.85,94.68,75.39,64.36,64.76,72.72,25.39,93.12,87.01,0.1674,36.83,89.27,88.16,95,76.36,-,74.92,79.07,82.07,16.67,11.81,-,82.27,-
A2083,"First Coast Health Alliance, LLC",FL,Renewal,3,41640,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,5695,0.0663,0.0369,4764857,4764857,,1867824,1,1,1,0,0,0,0.8162,0,0,13026,13563,71902427,67137570,,,0.4,0.4,0,High Revenue,104490,11194,22361,10712,106977,11138,20553,11492,93829,12065,25945,12363,92649,11002,20516,11236,12163,1.061,1.043,1.164,1.106,1.141,1.009,1.14,1.081,1.115,1.031,1.085,1.108,1.123,1.068,1.086,1.12,49,478,347,5121,5520,36,333,245,4906,480,2534,1926,755,3203,2492,5149,308,57,27,3,151,3134,2987,25,133,20,412,662,2206,5178,96,587,281,289,279,1,6,2,580,243,930,305,12564,4737,6437,1275,115,58,26,11630,0,0,0,0,1,0,51,90,62,25,0,0.0783,0.0657,0.0198,0.0212,82.97,88.59,87.54,79.34,56.42,56.35,71.1,27.9,89.61,79.63,0.1802,39.12,75.4,64.91,100,56.69,-,68.59,71.37,85.59,5.56,14.23,-,72.18,-
A4527,Stratum Med ACO,"IA, IL, WA, KS, MO, MN",Initial,1,43647,43647,0,0,0,0,1,0,0,0,0,0,One-Sided,Prospective,0,0,0,85780,0.0273,0.02,23787827,23787827,,9324828,1,1,1,0,0,0,0.958,0,1,10382,9922,869996644,846208817,,,0.4,0.4,0,High Revenue,79285,9297,15486,8437,74716,9324,14948,8577,79471,10016,16187,8909,82462,9842,17552,9424,10098,1.008,0.945,1.007,0.977,0.996,0.984,1.071,1.022,0.995,1.002,1.071,1.019,0.989,0.982,1.071,1.021,465,8958,3865,73818,83800,395,6621,3058,73726,7105,40877,26353,11445,48282,37498,80866,1511,340,599,228,2236,2467,2271,17,160,35,328,673,2898,3282,105,279,330,231,219,1,8,3,597,159,656,218,9204,2483,3208,1748,1765,46,27,15969,2,0,27,0,4,5,827,1728,593,395,5,0.0781,0.0599,0.0168,0.0165,86.44,94.44,92.92,79.32,60.7,60.15,73.32,25.52,93.76,87.43,0.1497,35.86,89.54,87.47,82.5,90.38,-,81.12,82.8,84.97,12.09,9.6,-,78.23,-
A2616,"Mercy Health ACO, LLC","MO, OK, AR",Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,126889,0.0325,0.02,42068261,42068261,,20613448,1,1,1,0,0,0,1,0,1,10489,10090,1295661030,1253592769,,,0.5,0.5,0,High Revenue,72464,9473,15839,8499,77671,9744,15668,8757,81417,10207,16167,9050,81547,10537,15509,9432,10148,1.016,0.972,1.017,1.006,1.007,0.986,1.041,1.002,1.038,1.025,1.087,1.034,0.999,1.058,1.12,1.076,745,18030,6117,106226,123528,683,11849,4290,106705,15652,62035,36277,12925,72712,54177,118930,3095,695,532,840,2797,2709,2239,54,398,39,207,475,3121,2981,85,461,339,259,231,2,21,4,598,176,686,233,8879,2872,3659,1892,457,38,25,13219,32,0,37,0,28,42,1766,3018,1572,561,15,0.0778,0.0617,0.0172,0.0108,85.95,96.15,93.67,82.28,63.16,62.78,70.19,28.4,94.12,88.3,0.1539,30.42,98.91,91.02,96.77,77.51,-,83.71,82.42,83.29,18.52,10.16,-,76.81,-
A3747,AdventHealth ACO,FL,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,26608,0.0446,0.0243,13635672,13635672,,6681479,1,1,1,1,0,0,0.7774,0,,11825,10839,305538111,291902439,,,0.5,0.5,0,High Revenue,94767,10288,22659,10614,98082,10558,19712,9681,84184,9856,17867,9705,84368,10947,20959,10271,11297,1.049,1.021,1.119,1.066,1.071,1,1.097,1.05,1.055,0.952,1.04,1.036,1.03,1.014,1.066,1.049,148,2282,1190,19259,25839,179,1865,1125,22670,2689,12838,8062,3019,15503,11105,23663,1479,214,402,16,834,2812,2525,77,224,15,272,605,1916,5007,104,556,300,288,272,2,11,3,642,231,800,284,12218,3524,6104,1930,660,50,25,12413,2,8,3,0,5,5,386,680,371,115,0,0.0776,0.0641,0.0186,0.0163,79.64,91,90.48,75.19,65.47,62.38,70.4,23.86,89.74,84.04,0.1577,34.42,86.25,61.16,93.33,76.78,-,70.21,76.54,81.61,12.5,9.92,-,72.2,-
A2710,Baylor St. Luke's Health Network ACO,TX,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,14354,0.067,0.0274,12240049,12240049,,5997624,1,1,1,0,0,0,0.9203,0,1,13132,12802,182673173,170433124,,,0.5,0.5,0,High Revenue,76521,13470,18481,10785,76749,14569,20189,10873,88060,12023,18795,10407,83956,13732,18500,10872,12252,0.959,1.233,1.033,1.06,0.951,1.259,1.057,1.043,0.958,1.22,0.986,1.017,0.968,1.115,1.012,1.026,182,1201,463,8361,13910,162,1099,552,12097,1690,7182,3996,1486,7847,6507,11594,1514,271,391,21,563,3478,2848,121,521,50,239,415,2971,4433,141,678,354,275,242,5,24,4,623,187,729,292,10762,4110,5547,1080,25,32,25,12600,0,0,0,0,0,0,296,1062,241,96,2,0.0773,0.0748,0.0188,0.0095,81.1,93.83,92.23,82.02,62.73,55.24,72.06,28.14,93.12,86.75,0.161,31,96.25,72.53,86.49,75.27,-,71.85,70.99,80.26,21.13,11.04,-,78.96,-
A4768,"Banner Network Colorado, LLC",CO,Re-entering,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,6132,0.0782,0.01,4654375,4654375,,2280644,1,1,1,0,0,0,1,0,1,9943,9800,59517182,54862808,,,0.5,0.5,1,Low Revenue,77951,9542,14286,8296,82998,10192,16402,8558,76319,10818,16251,8688,77548,10569,14400,8612,9165,1.018,0.927,1.036,0.876,1.058,0.947,1.037,0.879,0.924,0.961,1.005,0.887,0.96,0.998,0.934,0.925,29,521,244,5743,5986,19,426,199,5342,618,3275,1643,596,3173,2959,5788,18,22,81,6,217,2194,1958,17,209,30,142,410,2510,3057,49,325,341,178,165,1,10,2,550,130,654,230,7982,3092,3121,1759,9,30,25,13169,0,0,0,0,0,0,131,320,92,78,0,0.0768,0.0489,0.0165,0.0016,86.14,93,92.09,78.18,60.64,59.21,71.47,24.03,94.42,85.34,0.1394,27.03,97.64,91.29,95.45,91.12,-,80.12,76.52,80.33,10.13,7.57,-,73.42,-
A3029,CHRISTUS Health Quality Care Alliance,"TX, LA, NM, AR",Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,60431,0.0454,0.02,30098038,30098038,,11798431,1,1,1,0,0,0,0.9749,0,1,11293,11028,663270900,633172862,,,0.4,0.4,0,High Revenue,77986,10817,17203,9362,74825,10444,17988,9273,84285,10932,17954,9848,85975,10586,18069,9935,10781,1.015,1.006,0.995,0.979,1.003,0.97,0.976,0.973,0.992,0.979,0.974,0.985,0.965,0.945,0.97,0.99,415,7144,3735,55846,58733,356,4555,2410,51412,6449,29743,18049,6190,34458,25973,53240,4781,221,798,131,1260,3023,2255,167,576,49,272,418,2882,3291,130,736,323,260,218,7,30,5,655,166,754,263,9415,3201,3933,1871,410,30,29,13669,6,0,17,0,22,32,845,1227,638,222,2,0.0765,0.0898,0.019,0.0088,84.24,95.92,93.79,77.72,61.43,60.17,71.32,26.8,93.55,90.21,0.1472,29.72,92.16,71.33,79.49,80.19,-,74.92,77.62,81.05,8.06,14.04,-,69.1,-
A4771,Emory Healthcare Network Advantage,GA,Initial,1,43831,43831,0,0,0,0,1,0,0,0,0,0,One-Sided,Prospective,0,0,0,38900,0.0081,0.0231,3633306,0,,0,1,1,1,0,0,0,0.8243,0,1,11828,12541,447183307,443550000,,,0.4,0.4,0,High Revenue,80489,10657,13899,9493,83455,11281,14569,9900,89354,11905,15375,10476,85858,11414,15392,10397,11732,0.988,1.149,0.923,1.07,0.966,1.146,0.95,1.069,0.981,1.161,0.919,1.083,0.954,1.137,0.926,1.053,692,3944,1502,29616,37806,527,3353,1455,32472,3838,17927,12318,4817,22599,16301,27111,8951,914,257,13,1654,2853,2578,49,205,49,531,480,3180,4062,226,492,367,271,256,1,9,5,555,213,698,307,10535,3185,5245,2087,19,37,27,14018,0,0,0,0,0,0,727,2928,954,625,6,0.0764,0.0757,0.0223,0.008,81.09,92.72,91.88,76.91,60.04,54.08,70.57,23.04,89.94,84.43,0.1559,36.67,94.55,84.46,57.14,68.4,-,62.75,60.87,83.54,17.86,9.49,-,64.03,-
A2557,DE MSSP Enhanced,"DE, PA, MD",Renewal,3,42005,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,16776,0.0752,0.01,13834610,13834610,,10168439,1,1,1,0,0,0,1,0,1,11253,10646,183943382,170108771,,,0.75,0.75,0,Low Revenue,80893,10858,12795,8859,97964,11052,13535,8997,100625,11649,14927,9311,80802,13336,14846,9877,10407,1.072,1.056,0.956,0.976,1.032,1.021,0.874,0.954,1.062,1.045,0.948,1.004,0.873,1.12,1.024,1.13,51,1827,899,16888,16346,19,1122,691,14514,1627,8321,5201,1627,9528,7248,13669,2250,135,93,8,621,2746,2291,25,407,60,284,478,2266,4162,91,420,269,226,200,1,19,5,473,169,665,266,12788,6427,4837,1485,39,33,29,15386,0,4,0,0,0,0,58,3,49,25,0,0.0759,0.061,0.0186,0.0012,87.94,91.35,90.61,70.71,66.3,53.22,74.6,17.08,90.91,80.03,0.1415,31.62,91.36,87.13,93.55,90.14,-,86.34,86.92,90.71,35.71,9.84,-,81.35,-
